TLID	FEDIRP	FENAME	FETYPE	FEDIRS	FRADDL	TOADDL	FRADDR	TOADDR	coords
184643289	S	Els	St		7400.0	7498.0	7351.0	7399.0	[[24.824963000000025, 36.04842]]
184643290									[[24.824091000000024, 36.047753]]
184643292	S	Viannou	Dr		1000.0	1098.0	1001.0	1099.0	[[24.824063000000024, 36.04602]]
184643296	N	Noost	St		600.0	698.0	601.0	699.0	[[24.825963000000016, 36.05042], [24.825863000000012, 36.05092]]
184643297		Egeou	Ave		7200.0	7298.0	7201.0	7299.0	[[24.827461000000014, 36.050435], [24.825963000000016, 36.05042]]
184643298	S	Noost	St		601.0	799.0	600.0	798.0	[[24.825963000000016, 36.05042], [24.82606300000002, 36.04842]]
184643299		Sialens	Pl				7300.0	7398.0	[[24.827738000000025, 36.051583], [24.82729600000002, 36.051460999999996], [24.826899000000026, 36.051507], [24.82635000000002, 36.051805]]
184643302	S	Mewnol	St		601.0	799.0	600.0	798.0	[[24.827461000000014, 36.050435], [24.827463000000023, 36.04842]]
184643303	S	Kassou	St		801.0	999.0	800.0	998.0	[[24.824963000000025, 36.04842], [24.824963000000025, 36.04662]]
184643304	S	Els	St		7300.0	7398.0	7301.0	7349.0	[[24.82606300000002, 36.04842], [24.824963000000025, 36.04842]]
184643305	S	Acera	St		7400.0	7450.0	7401.0	7451.0	[[24.824963000000025, 36.04662], [24.824563000000026, 36.04662]]
184643306	S	Acera	St		7300.0	7398.0	7301.0	7399.0	[[24.826163000000022, 36.04662], [24.824963000000025, 36.04662]]
184643307	S	Kassou	St		1001.0	1199.0	1000.0	1198.0	[[24.824963000000025, 36.04662]]
184643308	S	Els	St		7200.0	7298.0	7201.0	7299.0	[[24.827463000000023, 36.04842], [24.82606300000002, 36.04842]]
184643309	S	Noost	St		801.0	999.0	800.0	998.0	[[24.82606300000002, 36.04842], [24.826163000000022, 36.04662]]
184643310	S	Mewnol	St		801.0	999.0	800.0	998.0	[[24.827463000000023, 36.04842], [24.827463000000023, 36.04662]]
184643311	S	Els	St		7100.0	7198.0	7101.0	7199.0	[[24.828863000000013, 36.04842], [24.827463000000023, 36.04842]]
184643312	S	Acera	St		7200.0	7298.0	7201.0	7299.0	[[24.827463000000023, 36.04662], [24.826163000000022, 36.04662]]
184643313	S	Noost	St		1001.0	1199.0	1000.0	1198.0	[[24.826163000000022, 36.04662]]
184643314	S	Acera	St		7100.0	7198.0	7101.0	7199.0	[[24.828963000000016, 36.04662], [24.827463000000023, 36.04662]]
184643315	S	Mewnol	St		1001.0	1199.0	1000.0	1198.0	[[24.827463000000023, 36.04662]]
184643316	N	Elefsinos	Ave						[[24.828654000000014, 36.051591], [24.827738000000025, 36.051583]]
184643317	N	Seranti	Dr		620.0	628.0	619.0	637.0	[[24.828763000000023, 36.05062], [24.828654000000014, 36.051591]]
184643323	N	Seranti	Dr		600.0	618.0	601.0	617.0	[[24.828805000000017, 36.050428], [24.828763000000023, 36.05062]]
184643325	S	Parlante	St		601.0	799.0	600.0	798.0	[[24.828805000000017, 36.050428], [24.828863000000013, 36.04842]]
184643326		Egeou	Ave		7000.0	7098.0	7001.0	7099.0	[[24.830163000000013, 36.05042], [24.828805000000017, 36.050428]]
184643327	S	Lefkados	St		601.0	799.0	600.0	798.0	[[24.830163000000013, 36.05042], [24.830263000000016, 36.04842]]
184643328		Egeou	Ave		6900.0	6998.0	6901.0	6999.0	[[24.831463000000014, 36.05042], [24.830163000000013, 36.05042]]
184643329	S	Parlante	St		801.0	999.0	800.0	998.0	[[24.828863000000013, 36.04842], [24.828963000000016, 36.04662]]
184643330	S	Els	St		7000.0	7098.0	7001.0	7099.0	[[24.830263000000016, 36.04842], [24.828863000000013, 36.04842]]
184643331	S	Parlante	St		1001.0	1199.0	1000.0	1198.0	[[24.828963000000016, 36.04662]]
184643332	S	Lefkados	St		801.0	999.0	800.0	998.0	[[24.830263000000016, 36.04842], [24.830264000000014, 36.04672]]
184643333	S	Els	St		6900.0	6998.0	6901.0	6999.0	[[24.831664000000018, 36.04842], [24.830263000000016, 36.04842]]
184643334	S	Acera	St		7000.0	7098.0	7001.0	7099.0	[[24.830264000000014, 36.04672], [24.828963000000016, 36.04662]]
184643335	S	Lefkados	St		1001.0	1199.0	1000.0	1198.0	[[24.830264000000014, 36.04672]]
184643336	S	Acera	St		6900.0	6998.0	6901.0	6999.0	[[24.831664000000018, 36.04662], [24.830264000000014, 36.04672]]
184643337		Egeou	Ave		6800.0	6898.0	6801.0	6899.0	[[24.83296400000002, 36.05042], [24.831463000000014, 36.05042]]
184643338	S	Ptotagora	St		601.0	799.0	600.0	798.0	[[24.831463000000014, 36.05042], [24.831664000000018, 36.04842]]
184643339		Egeou	Ave		6700.0	6798.0	6701.0	6799.0	[[24.833964000000023, 36.05032], [24.83296400000002, 36.05042]]
184643340	S	Konitsis	St		601.0	799.0	600.0	798.0	[[24.83296400000002, 36.05042], [24.83296400000002, 36.04842]]
184643341	S	Obil	St		601.0	645.0	600.0	798.0	[[24.833964000000023, 36.05032], [24.83386400000002, 36.04842]]
184643342		Egeou	Ave		5900.0	6698.0	5901.0	6699.0	[[24.844264000000024, 36.05032], [24.833964000000023, 36.05032]]
184643343	S	Ptotagora	St		801.0	999.0	800.0	998.0	[[24.831664000000018, 36.04842], [24.831664000000018, 36.04662]]
184643344	S	Els	St		6800.0	6898.0	6801.0	6899.0	[[24.83296400000002, 36.04842], [24.831664000000018, 36.04842]]
184643345	S	Acera	St		6800.0	6898.0	6801.0	6899.0	[[24.83296400000002, 36.04662], [24.831664000000018, 36.04662]]
184643346	S	Ptotagora	St		1001.0	1199.0	1000.0	1198.0	[[24.831664000000018, 36.04662]]
184643347	S	Els	St		6700.0	6798.0	6701.0	6799.0	[[24.83386400000002, 36.04842], [24.83296400000002, 36.04842]]
184643348	S	Konitsis	St		801.0	999.0	800.0	998.0	[[24.83296400000002, 36.04842], [24.83296400000002, 36.04662]]
184643349	S	Obil	St		647.0	999.0	800.0	998.0	[[24.83386400000002, 36.04842], [24.833964000000023, 36.04662]]
184643350	S	Els	St		6300.0	6698.0	6301.0	6699.0	[[24.837364000000022, 36.04842], [24.83386400000002, 36.04842]]
184643351	S	Acera	St		6700.0	6798.0	6701.0	6799.0	[[24.833964000000023, 36.04662], [24.83296400000002, 36.04662]]
184643354	S	Acera	St		6400.0	6698.0	6501.0	6699.0	[[24.83776400000002, 36.04662], [24.833964000000023, 36.04662]]
184643355									[[24.83596400000002, 36.045075], [24.835903000000016, 36.045503], [24.835887000000014, 36.045685999999996], [24.835826000000026, 36.045823], [24.835567000000026, 36.046174]]
184643356									[[24.83596400000002, 36.045075], [24.835048000000015, 36.045068]]
184643369	N	Wenna	St		4936.0	4948.0	4933.0	4945.0	[[24.83749500000002, 36.09031], [24.837463000000014, 36.09082]]
184643380	N	Distomou	St		6499.0	6461.0	6498.0	6400.0	[[24.836463000000023, 36.092819999999996], [24.837504000000024, 36.09298]]
184643382	N	Distomou	St		6459.0	6401.0	6398.0	6300.0	[[24.837504000000024, 36.09298], [24.839163000000013, 36.092819999999996]]
184643384	N	Diogenous	St		6400.0	6498.0	6401.0	6499.0	[[24.837463000000014, 36.09112], [24.83636300000002, 36.09102]]
184643385	N	Wenna	St		4950.0	4998.0	4947.0	4999.0	[[24.837463000000014, 36.09082], [24.837463000000014, 36.09112]]
184643386	N	Diogenous	St		6302.0	6350.0	6317.0	6351.0	[[24.839163000000013, 36.09082], [24.838827000000023, 36.09082]]
184643387	N	Wenna	St		4900.0	4934.0	4901.0	4931.0	[[24.837563000000017, 36.08922], [24.83749500000002, 36.09031]]
184643388	N	Thermopilon	St		5100.0	5198.0	5101.0	5199.0	[[24.839163000000013, 36.092819999999996], [24.839163000000013, 36.09332]]
184643389	N	Thermopilon	St		5000.0	5098.0	5001.0	5099.0	[[24.839163000000013, 36.091319999999996], [24.839163000000013, 36.092819999999996]]
184643390	N	Distomou	St		6200.0	6298.0	6203.0	6299.0	[[24.840463000000014, 36.092819999999996], [24.839163000000013, 36.092819999999996]]
184643391	N	Diogenous	St		6222.0	6298.0	6217.0	6299.0	[[24.839163000000013, 36.091319999999996], [24.837463000000014, 36.09112]]
184643392	N	Thermopilon	St				4943.0	4959.0	[[24.839163000000013, 36.09082], [24.839163000000013, 36.090977]]
184643393	N	Diogenous	St		6200.0	6202.0	6201.0	6203.0	[[24.840363000000025, 36.091319999999996], [24.84004400000002, 36.091319999999996]]
184643394	N	Diogenous	St				6301.0	6311.0	[[24.840363000000025, 36.09082], [24.839163000000013, 36.09082]]
184643395	N	Thermopilon	St		4900.0	4942.0	4901.0	4941.0	[[24.839163000000013, 36.08922], [24.839163000000013, 36.09082]]
184643396	N	Gerantoni	St		4972.0	4998.0	5001.0	5005.0	[[24.840463000000014, 36.09102], [24.840363000000025, 36.091319999999996]]
184643397	N	Gerantoni	St		4900.0	4940.0	4901.0	4949.0	[[24.840463000000014, 36.08912], [24.840363000000025, 36.09082]]
184643398	N	Gerantoni	St		5300.0	5398.0	5301.0	5399.0	[[24.840463000000014, 36.094319999999996]]
184643399	N	Peque	Way		6200.0	6298.0	6201.0	6299.0	[[24.840463000000014, 36.094319999999996], [24.839163000000013, 36.09332]]
184643400	N	Peque	Way		6100.0	6198.0	6101.0	6199.0	[[24.841763000000014, 36.09482], [24.840463000000014, 36.094319999999996]]
184643401	N	Ionnanon	St		5100.0	5298.0	5101.0	5299.0	[[24.841763000000014, 36.092819999999996], [24.841763000000014, 36.09482]]
184643402	N	Ionnanon	St		5300.0	5348.0	5301.0	5349.0	[[24.841763000000014, 36.09482]]
184643407	N	Peque	Way		6000.0	6098.0	6001.0	6099.0	[[24.841763000000014, 36.09482]]
184643408	N	Tzavella	St		5100.0	5298.0	5101.0	5299.0	[[24.843063000000015, 36.092819999999996]]
184643409	N	Gerantoni	St		5000.0	5004.0	5007.0	5011.0	[[24.840363000000025, 36.091319999999996], [24.840373000000014, 36.091464]]
184643410	N	Distomou	St		6100.0	6198.0	6101.0	6201.0	[[24.841763000000014, 36.092819999999996], [24.840463000000014, 36.092819999999996]]
184643411	N	Ionnanon	St		5000.0	5018.0	5001.0	5017.0	[[24.841663000000025, 36.09092], [24.841711000000018, 36.091833]]
184643412	N	Distomou	St		6000.0	6098.0	6001.0	6099.0	[[24.843063000000015, 36.092819999999996], [24.841763000000014, 36.092819999999996]]
184643413	N	Gerantoni	St		4942.0	4970.0	4951.0	4999.0	[[24.840363000000025, 36.09082], [24.840463000000014, 36.09102]]
184643414	N	Diogenous	St		6100.0	6198.0	6101.0	6199.0	[[24.841663000000025, 36.09092], [24.840463000000014, 36.09102]]
184643415	N	Diogenous	St		6000.0	6098.0	6001.0	6099.0	[[24.843063000000015, 36.09092], [24.841663000000025, 36.09092]]
184643416	N	Ionnanon	St		4900.0	4998.0	4901.0	4999.0	[[24.841663000000025, 36.08912], [24.841663000000025, 36.09092]]
184643417	N	Tzavella	St		5000.0	5030.0	5001.0	5029.0	[[24.843063000000015, 36.09092], [24.843063000000015, 36.092166]]
184643418	N	Distomou	St		5900.0	5998.0	5901.0	5999.0	[[24.84446300000002, 36.092819999999996], [24.843063000000015, 36.092819999999996]]
184643419	N	Tzavella	St		4900.0	4998.0	4901.0	4999.0	[[24.843063000000015, 36.08912], [24.843063000000015, 36.09092]]
184643438	N	Pilau	St		5200.0	5298.0	5201.0	5299.0	[[24.84446300000002, 36.09402]]
184643440	N	Dodonis	St		5800.0	5898.0	5801.0	5899.0	[[24.84576300000002, 36.09402], [24.84446300000002, 36.09402]]
184643441	N	Pilau	St		5100.0	5198.0	5101.0	5199.0	[[24.84446300000002, 36.092819999999996], [24.84446300000002, 36.09402]]
184643444	N	Leeno	St		5200.0	5298.0	5201.0	5299.0	[[24.84576300000002, 36.09402]]
184643446	N	Leeno	St		5100.0	5198.0	5101.0	5199.0	[[24.845721000000026, 36.092837], [24.84576300000002, 36.09402]]
184643447	N	Dodonis	St		5600.0	5798.0	5601.0	5799.0	[[24.84710300000002, 36.094015999999996], [24.84576300000002, 36.09402]]
184643448	N	Leeno	St		4976.0	4998.0	4977.0	4999.0	[[24.845463000000024, 36.090173], [24.845463000000024, 36.09092]]
184643449	N	Distomou	St		5800.0	5898.0	5801.0	5899.0	[[24.845721000000026, 36.092837], [24.84446300000002, 36.092819999999996]]
184643450	N	Pilau	St		5000.0	5026.0	5001.0	5015.0	[[24.844486000000018, 36.090919], [24.844447000000017, 36.092324]]
184643451	N	Diogenous	St		5900.0	5998.0	5901.0	5999.0	[[24.844486000000018, 36.090919], [24.843063000000015, 36.09092]]
184643452	N	Diogenous	St		5800.0	5898.0	5801.0	5899.0	[[24.845463000000024, 36.09092], [24.844486000000018, 36.090919]]
184643453	N	Pilau	St		4916.0	4998.0	4919.0	4999.0	[[24.844447000000017, 36.090163], [24.844486000000018, 36.090919]]
184643454	N	Leeno	St		5000.0	5036.0	5001.0	5025.0	[[24.845681000000013, 36.090919], [24.845741000000018, 36.092391]]
184643455	N	Distomou	St		5600.0	5798.0	5601.0	5799.0	[[24.84706300000002, 36.092819999999996], [24.845721000000026, 36.092837]]
184643457	N	Diogenous	St		5682.0	5798.0	5701.0	5799.0	[[24.845681000000013, 36.090919], [24.845463000000024, 36.09092]]
184643458	N	Diogenous	St		5656.0	5680.0	5651.0	5699.0	[[24.84626300000002, 36.09092], [24.845681000000013, 36.090919]]
184643459	N	Diogenous	St		5600.0	5654.0	5601.0	5649.0	[[24.846963000000017, 36.09092], [24.84626300000002, 36.09092]]
184643460	N	Yinn	Pl		4900.0	4998.0	4901.0	4999.0	[[24.846363000000025, 36.09032], [24.84626300000002, 36.09092]]
184643463	N	Yonille	St		5200.0	5298.0	5201.0	5299.0	[[24.84710300000002, 36.094015999999996]]
184643464	N	Dodonis	St		5500.0	5598.0	5501.0	5599.0	[[24.848463000000024, 36.09402], [24.84710300000002, 36.094015999999996]]
184643465	N	Yonille	St		5100.0	5198.0	5101.0	5199.0	[[24.84706300000002, 36.092819999999996], [24.84710300000002, 36.094015999999996]]
184643470	N	Scarkeme	St		5200.0	5298.0	5201.0	5299.0	[[24.848463000000024, 36.09402]]
184643472	N	Dodonis	St		5400.0	5498.0	5401.0	5499.0	[[24.849863000000013, 36.09402], [24.848463000000024, 36.09402]]
184643473	N	Scarkeme	St		5100.0	5198.0	5101.0	5199.0	[[24.848430000000022, 36.092985], [24.848463000000024, 36.09402]]
184643474	N	Finiatur	St		5200.0	5298.0	5201.0	5299.0	[[24.849863000000013, 36.09402]]
184643475	N	Finiatur	St		5100.0	5198.0	5101.0	5199.0	[[24.849824000000012, 36.092985], [24.849863000000013, 36.09402]]
184643476	N	Dodonis	St		5300.0	5398.0	5301.0	5399.0	[[24.85183600000002, 36.093863], [24.849863000000013, 36.09402]]
184643477	N	Yonille	St		5050.0	5082.0	5001.0	5069.0	[[24.846963000000017, 36.09142], [24.84703500000002, 36.09243]]
184643479	N	Distomou	St		5400.0	5498.0	5401.0	5499.0	[[24.849824000000012, 36.092985], [24.848430000000022, 36.092985]]
184643480	N	Yonille	St		5000.0	5048.0			[[24.846963000000017, 36.09092], [24.846963000000017, 36.09142]]
184643481	N	Helice	St		5420.0	5598.0	5421.0	5599.0	[[24.849963000000017, 36.09142], [24.846963000000017, 36.09142]]
184643482	N	Yonille	St		4944.0	4998.0	4945.0	4999.0	[[24.846936000000014, 36.090123], [24.846963000000017, 36.09092]]
184643483	N	Desafio	St		6300.0	6348.0	6301.0	6399.0	[[24.839163000000013, 36.08922], [24.837563000000017, 36.08922]]
184643484	N	Thermopilon	St		4830.0	4898.0	4831.0	4899.0	[[24.839176000000023, 36.088751], [24.839163000000013, 36.08922]]
184643485	N	Desafio	St		6200.0	6298.0	6201.0	6299.0	[[24.840463000000014, 36.08912], [24.839163000000013, 36.08922]]
184643486	N	Thermopilon	St		4800.0	4828.0	4801.0	4829.0	[[24.839163000000013, 36.08782], [24.839176000000023, 36.088751]]
184643487	N	Derwen	St		6200.0	6298.0	6201.0	6299.0	[[24.840363000000025, 36.08782], [24.839163000000013, 36.08782]]
184643488	N	Thermopilon	St		4600.0	4798.0	4601.0	4799.0	[[24.839063000000024, 36.08562], [24.839163000000013, 36.08782]]
184643489	N	Gerantoni	St		4600.0	4798.0	4601.0	4799.0	[[24.840363000000025, 36.08562], [24.840363000000025, 36.08782]]
184643490	N	Derwen	St		6100.0	6198.0	6101.0	6199.0	[[24.841663000000025, 36.08782], [24.840363000000025, 36.08782]]
184643491	N	Inuti	Dr		4600.0	4640.0	4601.0	4641.0	[[24.838263000000026, 36.08562], [24.838263000000026, 36.08672], [24.83726300000002, 36.08672]]
184643492	N	Darluniau	St		6300.0	6398.0	6301.0	6399.0	[[24.839063000000024, 36.08462], [24.837563000000017, 36.08462]]
184643493	N	Wenna	St		4200.0	4498.0	4201.0	4499.0	[[24.837563000000017, 36.08192], [24.837563000000017, 36.08462]]
184643494	N	Delfon	St		6300.0	6398.0	6301.0	6349.0	[[24.839063000000024, 36.08562], [24.838263000000026, 36.08562]]
184643495	N	Thermopilon	St		4500.0	4598.0	4501.0	4599.0	[[24.839063000000024, 36.08462], [24.839063000000024, 36.08562]]
184643496	N	Delfon	St		6200.0	6298.0	6201.0	6299.0	[[24.840363000000025, 36.08562], [24.839063000000024, 36.08562]]
184643497	N	Darluniau	St		6200.0	6298.0	6201.0	6299.0	[[24.840363000000025, 36.08462], [24.839063000000024, 36.08462]]
184643498	N	Thermopilon	St		4200.0	4498.0	4201.0	4499.0	[[24.839063000000024, 36.08192], [24.839063000000024, 36.08462]]
184643499	N	Gerantoni	St		4500.0	4598.0	4501.0	4599.0	[[24.840363000000025, 36.08462], [24.840363000000025, 36.08562]]
184643500	N	Delfon	St		6100.0	6106.0	6101.0	6107.0	[[24.841563000000022, 36.08562], [24.84146300000002, 36.08562]]
184643501	N	Darluniau	St		5916.0	6198.0	6101.0	6199.0	[[24.84146300000002, 36.08462], [24.840363000000025, 36.08462]]
184643502	N	Gerantoni	St		4200.0	4498.0	4201.0	4499.0	[[24.84026300000002, 36.08192], [24.840363000000025, 36.08462]]
184643503	N	Gerantoni	St		4800.0	4898.0	4801.0	4899.0	[[24.840363000000025, 36.08782], [24.840463000000014, 36.08912]]
184643504	N	Desafio	St		6100.0	6198.0	6101.0	6199.0	[[24.841663000000025, 36.08912], [24.840463000000014, 36.08912]]
184643505	N	Ionnanon	St		4800.0	4898.0	4801.0	4899.0	[[24.841663000000025, 36.08782], [24.841663000000025, 36.08912]]
184643506	N	Desafio	St		6000.0	6098.0	6001.0	6099.0	[[24.843063000000015, 36.08912], [24.841663000000025, 36.08912]]
184643507	N	Derwen	St		6000.0	6098.0	6001.0	6099.0	[[24.843063000000015, 36.08782], [24.841663000000025, 36.08782]]
184643508	N	Ionnanon	St		4600.0	4798.0	4601.0	4799.0	[[24.841563000000022, 36.08562], [24.841663000000025, 36.08782]]
184643509	N	Tzavella	St		4800.0	4898.0	4801.0	4899.0	[[24.843063000000015, 36.08782], [24.843063000000015, 36.08912]]
184643510	N	Desafio	St		5900.0	5998.0	5901.0	5999.0	[[24.844486000000018, 36.089002], [24.843063000000015, 36.08912]]
184643511	N	Tzavella	St		4600.0	4798.0	4601.0	4799.0	[[24.843064000000012, 36.085551], [24.843063000000015, 36.08782]]
184643512	N	Derwen	St		5900.0	5998.0	5901.0	5999.0	[[24.84446300000002, 36.08782], [24.843063000000015, 36.08782]]
184643513	N	Delfon	St		6000.0	6098.0	6001.0	6099.0	[[24.843064000000012, 36.085551], [24.841563000000022, 36.08562]]
184643514	N	Ionnanon	St		4500.0	4548.0	4501.0	4549.0	[[24.84146300000002, 36.08462], [24.84146300000002, 36.08492]]
184643515	N	Darluniau	St				6001.0	6099.0	[[24.843063000000015, 36.08462], [24.84146300000002, 36.08462]]
184643516	N	Tzavella	St		4500.0	4598.0	4501.0	4599.0	[[24.843063000000015, 36.08462], [24.843064000000012, 36.085551]]
184643518	N	Darluniau	St		5900.0	5914.0	5901.0	5999.0	[[24.844363000000016, 36.08462], [24.843063000000015, 36.08462]]
184643519	N	Carnero	St		6300.0	6398.0	6301.0	6399.0	[[24.839063000000024, 36.08192], [24.837563000000017, 36.08192]]
184643520	N	Wenna	St		4000.0	4198.0	3951.0	4199.0	[[24.837463000000014, 36.08002], [24.837563000000017, 36.08192]]
184643521	N	Carnero	St		6200.0	6298.0	6201.0	6299.0	[[24.84026300000002, 36.08192], [24.839063000000024, 36.08192]]
184643522	N	Thermopilon	St		3900.0	4198.0	3901.0	4199.0	[[24.838984000000025, 36.079453], [24.839063000000024, 36.08192]]
184643523	N	Carnero	St		6100.0	6198.0			[[24.84176100000002, 36.081869], [24.84026300000002, 36.08192]]
184643524	N	Havet	Dr		4000.0	4098.0	4001.0	4099.0	[[24.840144000000024, 36.080728], [24.840205000000026, 36.081399]]
184643525	N	Wenna	St		3700.0	3998.0	3701.0	3949.0	[[24.837563000000017, 36.07702], [24.837463000000014, 36.08002]]
184643526	N	Havet	Dr		3940.0	3998.0	3915.0	3999.0	[[24.840144000000024, 36.079942], [24.840144000000024, 36.080728]]
184643527	N	Havet	Dr		3900.0	3938.0	3901.0	3913.0	[[24.840144000000024, 36.079415], [24.840144000000024, 36.079942]]
184643528	N	Brada	St		6100.0	6198.0	6101.0	6201.0	[[24.841319000000013, 36.079934], [24.840144000000024, 36.079942]]
184643529	N	Brada	St		6299.0	6215.0	6298.0	6216.0	[[24.838984000000025, 36.079453], [24.840144000000024, 36.079415]]
184643530	N	Thermopilon	St		3700.0	3898.0	3701.0	3899.0	[[24.839091000000025, 36.077011999999996], [24.838984000000025, 36.079453]]
184643532		Ionnanon	St						[[24.84176100000002, 36.08143], [24.84176100000002, 36.081869]]
184643534	N	Carden	St		6135.0	6101.0	6150.0	6100.0	[[24.840205000000026, 36.081399], [24.84176100000002, 36.08143]]
184643536									[[24.841319000000013, 36.079515], [24.841319000000013, 36.079934]]
184643537	N	Camino	St		6199.0	6103.0	6198.0	6100.0	[[24.840144000000024, 36.080728], [24.842478000000014, 36.080766], [24.842629000000017, 36.080767]]
184643538									[[24.842677000000023, 36.079057], [24.842860000000016, 36.079186]]
